index,type,operation,amount,balance,bank,k_symbol
50831,ISSUE,TRANSFER TO ACCOUNT,192.0,28389.1,OP,unknown
50832,ISSUE,TRANSFER TO ACCOUNT,1475.0,63593.3,CD,unknown
50833,ISSUE,TRANSFER TO ACCOUNT,2852.0,60741.3,OP,POJISTNE
50834,ISSUE,TRANSFER TO ACCOUNT,1505.0,30778.1,AB,unknown
50835,ISSUE,TRANSFER TO ACCOUNT,2976.0,24296.3,EF,SIPO
50836,ISSUE,TRANSFER TO ACCOUNT,10723.0,15198.2,GH,SIPO
50838,ISSUE,TRANSFER TO ACCOUNT,743.0,44467.9,YZ,SIPO
50843,CREDIT,TRANSFER FROM ACCOUNT,5815.0,24360.0,MN,DUCHOD
50846,ISSUE,TRANSFER TO ACCOUNT,1311.0,39891.0,AB,SIPO
50847,ISSUE,TRANSFER TO ACCOUNT,471.0,32964.5,GH,unknown
50850,CREDIT,TRANSFER FROM ACCOUNT,5611.0,28447.1,MN,DUCHOD
50852,ISSUE,TRANSFER TO ACCOUNT,4639.0,20494.8,YZ,SIPO
50854,ISSUE,TRANSFER TO ACCOUNT,3854.0,17414.2,UV,SIPO
50856,ISSUE,TRANSFER TO ACCOUNT,1110.0,43803.7,ST,POJISTNE
50858,ISSUE,TRANSFER TO ACCOUNT,4030.0,22589.5,AB,SIPO
50859,ISSUE,TRANSFER TO ACCOUNT,8301.0,25104.4,QR,SIPO
50866,ISSUE,TRANSFER TO ACCOUNT,2173.0,14224.0,ST,SIPO
50869,ISSUE,TRANSFER TO ACCOUNT,2607.0,22954.7,WX,unknown
50870,ISSUE,TRANSFER TO ACCOUNT,2197.0,32365.7,OP,unknown
50871,ISSUE,TRANSFER TO ACCOUNT,4065.0,41532.3,CD,POJISTNE
50873,ISSUE,TRANSFER TO ACCOUNT,3596.0,45597.3,QR,SIPO
50877,ISSUE,TRANSFER TO ACCOUNT,6001.0,20189.3,ST,SIPO
50878,ISSUE,TRANSFER TO ACCOUNT,292.0,19897.3,ST,unknown
50880,ISSUE,TRANSFER TO ACCOUNT,634.0,16193.8,IJ,unknown
50881,ISSUE,TRANSFER TO ACCOUNT,1519.0,50771.2,AB,unknown
50882,ISSUE,TRANSFER TO ACCOUNT,675.0,20029.8,OP,unknown
50883,CREDIT,TRANSFER FROM ACCOUNT,5885.0,30027.6,MN,DUCHOD
50885,ISSUE,TRANSFER TO ACCOUNT,1994.0,18035.8,QR,SIPO
50886,ISSUE,TRANSFER TO ACCOUNT,6786.0,39214.1,QR,SIPO
50887,ISSUE,TRANSFER TO ACCOUNT,369.0,38845.1,GH,unknown
50888,ISSUE,TRANSFER TO ACCOUNT,5936.0,18063.4,KL,SIPO
50889,ISSUE,TRANSFER TO ACCOUNT,1757.0,22680.3,GH,SIPO
50890,ISSUE,TRANSFER TO ACCOUNT,3835.0,37345.8,ST,SIPO
50891,ISSUE,TRANSFER TO ACCOUNT,1778.0,41699.2,OP,unknown
50892,ISSUE,TRANSFER TO ACCOUNT,2952.0,38747.2,IJ,SIPO
50893,ISSUE,TRANSFER TO ACCOUNT,502.0,28331.6,YZ,unknown
50896,ISSUE,TRANSFER TO ACCOUNT,1523.0,55446.5,KL,unknown
50898,ISSUE,TRANSFER TO ACCOUNT,904.0,30369.9,QR,POJISTNE
50900,ISSUE,TRANSFER TO ACCOUNT,2193.0,18812.6,GH,SIPO
50902,ISSUE,TRANSFER TO ACCOUNT,7762.0,42840.6,CD,SIPO
50904,ISSUE,TRANSFER TO ACCOUNT,455.0,32561.7,KL,unknown
50907,ISSUE,TRANSFER TO ACCOUNT,4697.0,23522.3,YZ,SIPO
50908,ISSUE,TRANSFER TO ACCOUNT,6327.0,33286.9,ST,unknown
50914,ISSUE,TRANSFER TO ACCOUNT,3016.0,13132.5,KL,SIPO
50916,ISSUE,TRANSFER TO ACCOUNT,1455.0,17822.3,IJ,SIPO
50919,ISSUE,TRANSFER TO ACCOUNT,2803.0,36698.0,AB,POJISTNE
50923,ISSUE,TRANSFER TO ACCOUNT,563.0,24589.0,KL,POJISTNE
50924,ISSUE,TRANSFER TO ACCOUNT,8127.0,38490.5,WX,SIPO
50926,ISSUE,TRANSFER TO ACCOUNT,2884.0,38523.9,YZ,unknown
50930,ISSUE,TRANSFER TO ACCOUNT,1389.0,52495.4,GH,POJISTNE
50931,ISSUE,TRANSFER TO ACCOUNT,368.0,11802.3,QR,unknown
50932,ISSUE,TRANSFER TO ACCOUNT,8742.0,12170.3,UV,POJISTNE
50933,ISSUE,TRANSFER TO ACCOUNT,8042.0,17252.9,CD,unknown
50935,CREDIT,TRANSFER FROM ACCOUNT,6846.0,31648.9,WX,DUCHOD
50940,ISSUE,TRANSFER TO ACCOUNT,3498.0,40626.7,UV,SIPO
50947,ISSUE,TRANSFER TO ACCOUNT,8633.0,30048.6,MN,SIPO
50950,CREDIT,TRANSFER FROM ACCOUNT,5210.0,32498.8,ST,DUCHOD
50951,ISSUE,TRANSFER TO ACCOUNT,10862.0,24070.6,IJ,SIPO
50952,ISSUE,TRANSFER TO ACCOUNT,647.0,15366.3,UV,SIPO
50954,ISSUE,TRANSFER TO ACCOUNT,2582.0,22135.7,ST,SIPO
50956,ISSUE,TRANSFER TO ACCOUNT,1510.0,27045.5,OP,SIPO
50958,ISSUE,TRANSFER TO ACCOUNT,756.0,39890.5,CD,SIPO
50959,ISSUE,TRANSFER TO ACCOUNT,1540.0,35132.3,KL,POJISTNE
50960,ISSUE,TRANSFER TO ACCOUNT,578.0,25633.7,YZ,unknown
50964,ISSUE,TRANSFER TO ACCOUNT,1400.0,26421.8,YZ,unknown
50965,ISSUE,TRANSFER TO ACCOUNT,4146.0,82182.7,QR,SIPO
50969,ISSUE,TRANSFER TO ACCOUNT,2332.0,16232.7,MN,SIPO
50971,ISSUE,TRANSFER TO ACCOUNT,810.0,29349.0,CD,SIPO
50974,ISSUE,TRANSFER TO ACCOUNT,8499.0,22122.5,QR,SIPO
50977,ISSUE,TRANSFER TO ACCOUNT,5135.0,40690.5,EF,unknown
50978,ISSUE,TRANSFER TO ACCOUNT,435.0,16877.3,UV,SIPO
50982,ISSUE,TRANSFER TO ACCOUNT,4087.0,16532.4,GH,unknown
50984,ISSUE,TRANSFER TO ACCOUNT,294.0,30114.0,ST,POJISTNE
50986,ISSUE,TRANSFER TO ACCOUNT,12006.0,27680.3,OP,SIPO
50987,ISSUE,TRANSFER TO ACCOUNT,2960.0,28847.5,YZ,SIPO
50988,ISSUE,TRANSFER TO ACCOUNT,151.0,14052.5,AB,SIPO
50989,ISSUE,TRANSFER TO ACCOUNT,848.0,44910.2,AB,unknown
50992,ISSUE,TRANSFER TO ACCOUNT,7607.0,55109.3,CD,SIPO
50993,ISSUE,TRANSFER TO ACCOUNT,10392.0,57127.0,MN,SIPO
50998,ISSUE,TRANSFER TO ACCOUNT,5120.0,31579.3,CD,unknown
51002,ISSUE,TRANSFER TO ACCOUNT,77.0,24584.6,ST,POJISTNE
51003,ISSUE,TRANSFER TO ACCOUNT,3710.0,40832.5,EF,SIPO
51004,ISSUE,TRANSFER TO ACCOUNT,2008.0,28379.6,EF,unknown
51005,ISSUE,TRANSFER TO ACCOUNT,6260.0,56980.0,WX,SIPO
51006,ISSUE,TRANSFER TO ACCOUNT,3136.0,31866.5,EF,SIPO
51007,ISSUE,TRANSFER TO ACCOUNT,2420.0,57303.8,UV,unknown
51012,CREDIT,TRANSFER FROM ACCOUNT,4985.0,27321.5,AB,DUCHOD
51020,CREDIT,TRANSFER FROM ACCOUNT,6520.0,24460.0,CD,DUCHOD
51025,ISSUE,TRANSFER TO ACCOUNT,695.0,12609.4,GH,SIPO
51029,ISSUE,TRANSFER TO ACCOUNT,4376.0,30021.6,AB,SIPO
51031,ISSUE,TRANSFER TO ACCOUNT,56.0,23237.4,ST,SIPO
51033,ISSUE,TRANSFER TO ACCOUNT,2534.0,46094.6,EF,SIPO
51034,CREDIT,TRANSFER FROM ACCOUNT,6732.0,14564.0,MN,DUCHOD
51041,ISSUE,TRANSFER TO ACCOUNT,841.0,43663.1,UV,unknown
51043,ISSUE,TRANSFER TO ACCOUNT,2190.0,26660.2,MN,SIPO
51044,ISSUE,TRANSFER TO ACCOUNT,9886.0,18425.2,ST,SIPO
51045,ISSUE,TRANSFER TO ACCOUNT,700.0,18737.6,MN,SIPO
51046,ISSUE,TRANSFER TO ACCOUNT,217.0,16664.5,YZ,unknown
51049,CREDIT,TRANSFER FROM ACCOUNT,6542.0,29892.1,OP,DUCHOD
51051,ISSUE,TRANSFER TO ACCOUNT,5900.0,70782.9,UV,unknown
51053,ISSUE,TRANSFER TO ACCOUNT,251.0,67411.1,IJ,unknown
51054,ISSUE,TRANSFER TO ACCOUNT,5426.0,26990.4,MN,SIPO
51055,CREDIT,TRANSFER FROM ACCOUNT,4439.0,9778.0,GH,DUCHOD
51058,ISSUE,TRANSFER TO ACCOUNT,2128.0,26643.3,MN,SIPO
51059,ISSUE,TRANSFER TO ACCOUNT,2042.0,42447.0,EF,SIPO
51060,ISSUE,TRANSFER TO ACCOUNT,2113.0,16699.8,YZ,SIPO
51066,ISSUE,TRANSFER TO ACCOUNT,12414.0,43811.6,KL,SIPO
51068,ISSUE,TRANSFER TO ACCOUNT,95.0,22612.6,YZ,POJISTNE
51070,CREDIT,TRANSFER FROM ACCOUNT,4026.0,18602.8,QR,DUCHOD
51072,ISSUE,TRANSFER TO ACCOUNT,3008.0,15418.0,YZ,SIPO
51073,ISSUE,TRANSFER TO ACCOUNT,870.0,38496.9,QR,unknown
51075,ISSUE,TRANSFER TO ACCOUNT,5596.0,53712.7,UV,POJISTNE
51079,ISSUE,TRANSFER TO ACCOUNT,2277.0,15842.6,YZ,SIPO
51080,ISSUE,TRANSFER TO ACCOUNT,7085.0,41541.5,WX,SIPO
51082,ISSUE,TRANSFER TO ACCOUNT,3267.0,31532.6,AB,SIPO
51085,ISSUE,TRANSFER TO ACCOUNT,382.0,37611.2,AB,SIPO
51087,ISSUE,TRANSFER TO ACCOUNT,280.0,37389.2,WX,POJISTNE
51089,CREDIT,TRANSFER FROM ACCOUNT,6007.0,30572.1,MN,DUCHOD
51090,ISSUE,TRANSFER TO ACCOUNT,8086.0,29964.3,ST,SIPO
51098,ISSUE,TRANSFER TO ACCOUNT,4681.0,33769.3,KL,unknown
51099,ISSUE,TRANSFER TO ACCOUNT,2505.0,25884.1,IJ,SIPO
51101,ISSUE,TRANSFER TO ACCOUNT,6748.0,51580.5,MN,SIPO
51102,ISSUE,TRANSFER TO ACCOUNT,3179.0,57562.3,YZ,SIPO
51103,ISSUE,TRANSFER TO ACCOUNT,153.0,30625.1,UV,SIPO
51104,ISSUE,TRANSFER TO ACCOUNT,3261.0,19249.3,EF,SIPO
51110,ISSUE,TRANSFER TO ACCOUNT,543.0,36843.5,AB,SIPO
51111,CREDIT,TRANSFER FROM ACCOUNT,5424.0,27253.6,QR,DUCHOD
51113,ISSUE,TRANSFER TO ACCOUNT,3459.0,42479.3,WX,unknown
51115,ISSUE,TRANSFER TO ACCOUNT,2858.0,24212.5,OP,SIPO
51118,ISSUE,TRANSFER TO ACCOUNT,5465.0,44396.6,ST,unknown
51119,ISSUE,TRANSFER TO ACCOUNT,295.0,13417.3,WX,unknown
51121,ISSUE,TRANSFER TO ACCOUNT,2998.0,22071.7,CD,SIPO
51123,ISSUE,TRANSFER TO ACCOUNT,2676.0,58765.9,EF,SIPO
51124,ISSUE,TRANSFER TO ACCOUNT,1773.0,42030.7,MN,unknown
51125,ISSUE,TRANSFER TO ACCOUNT,6372.0,29785.3,ST,SIPO
51127,ISSUE,TRANSFER TO ACCOUNT,38.0,31298.4,EF,unknown
51128,ISSUE,TRANSFER TO ACCOUNT,2853.0,26425.1,GH,SIPO
51130,CREDIT,TRANSFER FROM ACCOUNT,6850.0,29436.6,UV,DUCHOD
51131,CREDIT,TRANSFER FROM ACCOUNT,4337.0,22565.2,EF,DUCHOD
51132,ISSUE,TRANSFER TO ACCOUNT,1899.0,59660.8,CD,SIPO
51133,ISSUE,TRANSFER TO ACCOUNT,713.0,95353.6,CD,SIPO
51134,ISSUE,TRANSFER TO ACCOUNT,506.0,22448.7,KL,SIPO
51135,ISSUE,TRANSFER TO ACCOUNT,3647.0,28718.7,WX,SIPO
51137,ISSUE,TRANSFER TO ACCOUNT,2163.0,32935.6,KL,unknown
51138,ISSUE,TRANSFER TO ACCOUNT,3252.0,48065.8,OP,SIPO
51140,ISSUE,TRANSFER TO ACCOUNT,4739.0,44581.3,WX,SIPO
51141,ISSUE,TRANSFER TO ACCOUNT,1388.0,64443.3,ST,unknown
51143,ISSUE,TRANSFER TO ACCOUNT,3639.0,27829.0,WX,SIPO
51145,ISSUE,TRANSFER TO ACCOUNT,4694.0,17157.5,UV,unknown
51146,ISSUE,TRANSFER TO ACCOUNT,1572.0,23103.5,EF,unknown
51147,CREDIT,TRANSFER FROM ACCOUNT,4562.0,24675.5,OP,DUCHOD
51148,CREDIT,TRANSFER FROM ACCOUNT,5922.0,26344.4,CD,DUCHOD
51149,CREDIT,TRANSFER FROM ACCOUNT,4235.0,20428.8,OP,DUCHOD
51150,CREDIT,TRANSFER FROM ACCOUNT,4641.0,17165.8,KL,DUCHOD
51151,CREDIT,TRANSFER FROM ACCOUNT,6485.0,26640.0,GH,DUCHOD
51152,ISSUE,TRANSFER TO ACCOUNT,172.0,27923.6,QR,SIPO
51153,ISSUE,TRANSFER TO ACCOUNT,1542.0,28485.6,YZ,SIPO
51155,CREDIT,TRANSFER FROM ACCOUNT,6157.0,27974.3,KL,DUCHOD
51157,ISSUE,TRANSFER TO ACCOUNT,4604.0,27073.3,ST,SIPO
51159,ISSUE,TRANSFER TO ACCOUNT,1152.0,33888.6,YZ,unknown
51163,ISSUE,TRANSFER TO ACCOUNT,4.0,54389.3,ST,unknown
51165,ISSUE,TRANSFER TO ACCOUNT,4544.0,38013.7,UV,SIPO
51166,ISSUE,TRANSFER TO ACCOUNT,6256.0,51609.3,KL,SIPO
51168,CREDIT,TRANSFER FROM ACCOUNT,6864.0,31296.2,QR,DUCHOD
51169,ISSUE,TRANSFER TO ACCOUNT,3940.0,27138.8,EF,unknown
51174,ISSUE,TRANSFER TO ACCOUNT,2140.0,92478.8,WX,unknown
51176,ISSUE,TRANSFER TO ACCOUNT,644.0,94618.8,EF,unknown
51177,ISSUE,TRANSFER TO ACCOUNT,5110.0,25461.7,EF,SIPO
51178,ISSUE,TRANSFER TO ACCOUNT,2051.0,24218.1,AB,SIPO
51183,ISSUE,TRANSFER TO ACCOUNT,9716.0,55382.2,AB,SIPO
51184,ISSUE,TRANSFER TO ACCOUNT,4714.0,13108.3,EF,unknown
51185,ISSUE,TRANSFER TO ACCOUNT,7571.0,29449.3,MN,SIPO
51188,ISSUE,TRANSFER TO ACCOUNT,2398.0,18900.4,OP,SIPO
51189,CREDIT,TRANSFER FROM ACCOUNT,5492.0,26943.1,UV,DUCHOD
51190,ISSUE,TRANSFER TO ACCOUNT,1830.0,25454.0,AB,unknown
51191,ISSUE,TRANSFER TO ACCOUNT,2635.0,52540.2,UV,SIPO
51193,ISSUE,TRANSFER TO ACCOUNT,13204.0,19566.7,ST,SIPO
51194,ISSUE,TRANSFER TO ACCOUNT,6258.0,60040.5,UV,SIPO
51196,ISSUE,TRANSFER TO ACCOUNT,2103.0,20441.3,WX,SIPO
51202,ISSUE,TRANSFER TO ACCOUNT,5009.0,62741.1,AB,SIPO
51204,ISSUE,TRANSFER TO ACCOUNT,2230.0,13620.6,ST,SIPO
51206,CREDIT,TRANSFER FROM ACCOUNT,6340.0,6540.0,EF,DUCHOD
51211,ISSUE,TRANSFER TO ACCOUNT,263.0,38613.9,OP,POJISTNE
51215,ISSUE,TRANSFER TO ACCOUNT,7312.0,37802.6,YZ,SIPO
51217,CREDIT,TRANSFER FROM ACCOUNT,6480.0,31061.5,YZ,DUCHOD
51219,ISSUE,TRANSFER TO ACCOUNT,3264.0,29290.6,WX,SIPO
51222,ISSUE,TRANSFER TO ACCOUNT,4206.0,41595.3,ST,SIPO
51224,ISSUE,TRANSFER TO ACCOUNT,1287.0,14079.3,EF,unknown
51225,ISSUE,TRANSFER TO ACCOUNT,1836.0,20466.8,OP,unknown
51226,ISSUE,TRANSFER TO ACCOUNT,3156.0,56935.2,EF,POJISTNE
51227,ISSUE,TRANSFER TO ACCOUNT,2154.0,62135.1,WX,SIPO
51228,ISSUE,TRANSFER TO ACCOUNT,4.0,51117.6,UV,POJISTNE
51229,ISSUE,TRANSFER TO ACCOUNT,7.0,51110.6,QR,unknown
51232,ISSUE,TRANSFER TO ACCOUNT,2627.0,14025.5,QR,SIPO
51233,ISSUE,TRANSFER TO ACCOUNT,4736.0,15422.3,CD,SIPO
51237,ISSUE,TRANSFER TO ACCOUNT,1942.0,16811.9,UV,SIPO
51241,CREDIT,TRANSFER FROM ACCOUNT,6987.0,34107.7,YZ,DUCHOD
51245,ISSUE,TRANSFER TO ACCOUNT,261.0,58323.1,YZ,unknown
51247,CREDIT,TRANSFER FROM ACCOUNT,4236.0,19259.6,AB,DUCHOD
51251,ISSUE,TRANSFER TO ACCOUNT,2279.0,21674.7,EF,SIPO
51252,ISSUE,TRANSFER TO ACCOUNT,3048.0,27066.0,AB,SIPO
51256,ISSUE,TRANSFER TO ACCOUNT,1950.0,28097.5,IJ,unknown
51259,ISSUE,TRANSFER TO ACCOUNT,7035.0,45582.6,GH,SIPO
51260,CREDIT,TRANSFER FROM ACCOUNT,6109.0,21357.7,GH,DUCHOD
51261,ISSUE,TRANSFER TO ACCOUNT,4299.0,31216.6,QR,SIPO
51262,CREDIT,TRANSFER FROM ACCOUNT,5970.0,12640.0,WX,DUCHOD
51263,ISSUE,TRANSFER TO ACCOUNT,9546.0,15491.8,ST,SIPO
51264,ISSUE,TRANSFER TO ACCOUNT,3532.0,47283.6,ST,SIPO
51265,ISSUE,TRANSFER TO ACCOUNT,378.0,29039.2,GH,SIPO
51270,ISSUE,TRANSFER TO ACCOUNT,2619.0,38586.5,UV,SIPO
51271,ISSUE,TRANSFER TO ACCOUNT,1614.0,27220.6,MN,SIPO
51272,ISSUE,TRANSFER TO ACCOUNT,33.0,28346.6,KL,unknown
51273,ISSUE,TRANSFER TO ACCOUNT,2791.0,28907.8,WX,SIPO
51274,ISSUE,TRANSFER TO ACCOUNT,13208.0,28301.3,WX,SIPO
51278,CREDIT,TRANSFER FROM ACCOUNT,6677.0,29871.5,AB,DUCHOD
51279,ISSUE,TRANSFER TO ACCOUNT,2704.0,27167.5,UV,SIPO
51280,ISSUE,TRANSFER TO ACCOUNT,3536.0,26664.8,AB,SIPO
51281,ISSUE,TRANSFER TO ACCOUNT,1390.0,27064.7,ST,unknown
51282,CREDIT,TRANSFER FROM ACCOUNT,6105.0,32113.2,WX,DUCHOD
51287,ISSUE,TRANSFER TO ACCOUNT,8.0,56191.5,EF,POJISTNE
51289,ISSUE,TRANSFER TO ACCOUNT,65.0,56199.5,KL,unknown
51290,ISSUE,TRANSFER TO ACCOUNT,4922.0,45382.6,GH,SIPO
51291,CREDIT,TRANSFER FROM ACCOUNT,6300.0,31700.0,QR,DUCHOD
51293,ISSUE,TRANSFER TO ACCOUNT,2301.0,16222.5,EF,SIPO
51295,ISSUE,TRANSFER TO ACCOUNT,43.0,21709.8,AB,SIPO
51296,ISSUE,TRANSFER TO ACCOUNT,3232.0,17331.0,AB,SIPO
51298,ISSUE,TRANSFER TO ACCOUNT,2185.0,35369.6,YZ,unknown
51299,ISSUE,TRANSFER TO ACCOUNT,3823.0,60809.2,KL,SIPO
51300,ISSUE,TRANSFER TO ACCOUNT,2957.0,15249.1,UV,SIPO
51302,CREDIT,TRANSFER FROM ACCOUNT,6207.0,24763.3,YZ,DUCHOD
51307,ISSUE,TRANSFER TO ACCOUNT,7213.0,51369.9,YZ,SIPO
51313,ISSUE,TRANSFER TO ACCOUNT,2857.0,31547.8,EF,unknown
51314,ISSUE,TRANSFER TO ACCOUNT,1836.0,29579.3,YZ,POJISTNE
51315,ISSUE,TRANSFER TO ACCOUNT,9454.0,50304.9,EF,SIPO
51317,ISSUE,TRANSFER TO ACCOUNT,3231.0,26661.1,EF,SIPO
51318,ISSUE,TRANSFER TO ACCOUNT,61.0,62027.5,IJ,POJISTNE
51321,ISSUE,TRANSFER TO ACCOUNT,1532.0,29636.6,UV,SIPO
51322,ISSUE,TRANSFER TO ACCOUNT,3463.0,18181.9,IJ,SIPO
51323,ISSUE,TRANSFER TO ACCOUNT,2548.0,20797.8,AB,SIPO
51325,ISSUE,TRANSFER TO ACCOUNT,7663.0,60415.2,UV,SIPO
51329,ISSUE,TRANSFER TO ACCOUNT,1953.0,17747.2,KL,SIPO
51330,ISSUE,TRANSFER TO ACCOUNT,137.0,47532.3,KL,POJISTNE
51331,ISSUE,TRANSFER TO ACCOUNT,6262.0,38160.3,EF,SIPO
51335,ISSUE,TRANSFER TO ACCOUNT,3231.0,23929.1,GH,POJISTNE
51336,ISSUE,TRANSFER TO ACCOUNT,290.0,29805.1,GH,POJISTNE
51338,ISSUE,TRANSFER TO ACCOUNT,6070.0,72905.8,IJ,unknown
51341,CREDIT,TRANSFER FROM ACCOUNT,4214.0,25567.1,GH,DUCHOD
51343,CREDIT,TRANSFER FROM ACCOUNT,5862.0,23249.9,WX,DUCHOD
51349,ISSUE,TRANSFER TO ACCOUNT,3666.0,32099.8,EF,SIPO
51350,ISSUE,TRANSFER TO ACCOUNT,51.0,21524.1,GH,unknown
51351,ISSUE,TRANSFER TO ACCOUNT,4395.0,35269.9,GH,SIPO
51353,ISSUE,TRANSFER TO ACCOUNT,335.0,29134.6,AB,unknown
51354,ISSUE,TRANSFER TO ACCOUNT,4524.0,23512.2,UV,SIPO
51357,CREDIT,TRANSFER FROM ACCOUNT,6390.0,33406.8,OP,DUCHOD
51361,ISSUE,TRANSFER TO ACCOUNT,3259.0,17747.3,CD,SIPO
51362,CREDIT,TRANSFER FROM ACCOUNT,6604.0,30900.3,YZ,DUCHOD
51365,ISSUE,TRANSFER TO ACCOUNT,41.0,29937.0,KL,POJISTNE
51366,ISSUE,TRANSFER TO ACCOUNT,5231.0,43437.5,IJ,SIPO
51367,ISSUE,TRANSFER TO ACCOUNT,5728.0,55252.0,CD,unknown
51368,ISSUE,TRANSFER TO ACCOUNT,7523.0,36799.8,EF,SIPO
51369,ISSUE,TRANSFER TO ACCOUNT,2329.0,24052.3,WX,SIPO
51375,CREDIT,TRANSFER FROM ACCOUNT,6273.0,35076.4,EF,DUCHOD
51377,ISSUE,TRANSFER TO ACCOUNT,2122.0,29666.0,OP,SIPO
51378,ISSUE,TRANSFER TO ACCOUNT,1852.0,14786.3,OP,SIPO
51380,ISSUE,TRANSFER TO ACCOUNT,948.0,23586.8,OP,unknown
51381,ISSUE,TRANSFER TO ACCOUNT,1978.0,30559.5,WX,SIPO
51382,CREDIT,TRANSFER FROM ACCOUNT,4758.0,19761.1,GH,DUCHOD
51384,ISSUE,TRANSFER TO ACCOUNT,5598.0,30196.0,CD,SIPO
51385,ISSUE,TRANSFER TO ACCOUNT,53.0,20874.2,WX,POJISTNE
51386,ISSUE,TRANSFER TO ACCOUNT,123.0,20927.2,CD,unknown
51387,CREDIT,TRANSFER FROM ACCOUNT,6051.0,24604.0,UV,DUCHOD
51388,ISSUE,TRANSFER TO ACCOUNT,2655.0,22276.6,UV,SIPO
51389,ISSUE,TRANSFER TO ACCOUNT,2144.0,18445.5,MN,unknown
51393,ISSUE,TRANSFER TO ACCOUNT,6087.0,67916.8,CD,SIPO
51395,ISSUE,TRANSFER TO ACCOUNT,2059.0,11722.4,IJ,SIPO
51396,ISSUE,TRANSFER TO ACCOUNT,9240.0,34034.9,OP,SIPO
51398,ISSUE,TRANSFER TO ACCOUNT,7591.0,37930.8,YZ,SIPO
51399,ISSUE,TRANSFER TO ACCOUNT,983.0,32171.7,AB,POJISTNE
51401,ISSUE,TRANSFER TO ACCOUNT,6531.0,71287.6,ST,SIPO
51406,CREDIT,TRANSFER FROM ACCOUNT,6443.0,30808.9,CD,DUCHOD
51407,ISSUE,TRANSFER TO ACCOUNT,11657.0,42405.5,GH,SIPO
51408,ISSUE,TRANSFER TO ACCOUNT,375.0,8988.5,YZ,unknown
51410,ISSUE,TRANSFER TO ACCOUNT,7875.0,23111.7,KL,SIPO
51412,ISSUE,TRANSFER TO ACCOUNT,532.0,29617.2,UV,SIPO
51416,ISSUE,TRANSFER TO ACCOUNT,1628.0,28630.6,YZ,SIPO
51417,CREDIT,TRANSFER FROM ACCOUNT,6877.0,7477.0,WX,DUCHOD
51418,CREDIT,TRANSFER FROM ACCOUNT,6154.0,25616.0,WX,DUCHOD
51422,ISSUE,TRANSFER TO ACCOUNT,1047.0,26876.6,OP,POJISTNE
51423,ISSUE,TRANSFER TO ACCOUNT,8092.0,19129.5,QR,SIPO
51427,ISSUE,TRANSFER TO ACCOUNT,3052.0,22319.0,GH,SIPO
51429,ISSUE,TRANSFER TO ACCOUNT,3970.0,18670.0,IJ,SIPO
51430,ISSUE,TRANSFER TO ACCOUNT,222.0,31916.0,AB,unknown
51431,ISSUE,TRANSFER TO ACCOUNT,46.0,27077.0,OP,POJISTNE
51432,ISSUE,TRANSFER TO ACCOUNT,2153.8,31547.1,GH,UVER
51436,ISSUE,TRANSFER TO ACCOUNT,3179.0,20343.3,UV,UVER
51438,ISSUE,TRANSFER TO ACCOUNT,8720.0,21603.0,KL,SIPO
51440,ISSUE,TRANSFER TO ACCOUNT,6468.0,47921.3,WX,SIPO
51441,CREDIT,TRANSFER FROM ACCOUNT,6454.0,32467.3,YZ,DUCHOD
51442,ISSUE,TRANSFER TO ACCOUNT,1594.0,66743.4,WX,unknown
51443,ISSUE,TRANSFER TO ACCOUNT,7741.8,10418.2,MN,UVER
51447,ISSUE,TRANSFER TO ACCOUNT,735.0,50874.3,CD,POJISTNE
51450,ISSUE,TRANSFER TO ACCOUNT,8252.0,24183.1,ST,SIPO
51451,ISSUE,TRANSFER TO ACCOUNT,2015.0,32564.6,IJ,SIPO
51454,CREDIT,TRANSFER FROM ACCOUNT,4352.0,18508.0,MN,DUCHOD
51455,ISSUE,TRANSFER TO ACCOUNT,3790.0,23946.2,OP,SIPO
51456,ISSUE,TRANSFER TO ACCOUNT,2768.0,20021.2,UV,SIPO
51457,ISSUE,TRANSFER TO ACCOUNT,5502.0,42042.0,KL,SIPO
51458,ISSUE,TRANSFER TO ACCOUNT,5608.0,29022.9,IJ,SIPO
51461,ISSUE,TRANSFER TO ACCOUNT,189.0,35173.8,ST,unknown
51462,ISSUE,TRANSFER TO ACCOUNT,7451.0,14005.6,EF,SIPO
51466,CREDIT,TRANSFER FROM ACCOUNT,5277.0,25339.6,IJ,DUCHOD
51469,ISSUE,TRANSFER TO ACCOUNT,2683.0,13632.8,CD,SIPO
51471,ISSUE,TRANSFER TO ACCOUNT,115.0,16315.8,IJ,POJISTNE
51472,ISSUE,TRANSFER TO ACCOUNT,3918.2,41538.3,WX,UVER
51474,ISSUE,TRANSFER TO ACCOUNT,1028.0,26192.6,GH,unknown
51477,ISSUE,TRANSFER TO ACCOUNT,1384.0,38489.7,QR,unknown
51479,ISSUE,TRANSFER TO ACCOUNT,9250.0,52258.4,AB,SIPO
51480,ISSUE,TRANSFER TO ACCOUNT,9503.0,56618.7,EF,SIPO
51482,ISSUE,TRANSFER TO ACCOUNT,4979.0,41799.3,OP,SIPO
51483,ISSUE,TRANSFER TO ACCOUNT,3090.0,16000.2,WX,SIPO
51484,ISSUE,TRANSFER TO ACCOUNT,321.0,62420.1,ST,POJISTNE
51490,ISSUE,TRANSFER TO ACCOUNT,3105.2,46926.6,CD,UVER
