index,type,operation,amount,balance,bank,k_symbol,anomaly
924,ISSUE,TRANSFER TO ACCOUNT,1.0,13122.0,EF,SIPO,0
925,CREDIT,TRANSFER FROM ACCOUNT,5540.0,19487.0,QR,DUCHOD,0
926,CREDIT,TRANSFER FROM ACCOUNT,4831.0,21417.0,QR,DUCHOD,0
927,CREDIT,TRANSFER FROM ACCOUNT,5887.0,30951.0,MN,DUCHOD,0
928,CREDIT,TRANSFER FROM ACCOUNT,6084.0,23840.0,AB,DUCHOD,0
929,CREDIT,TRANSFER FROM ACCOUNT,5638.0,27483.0,AB,DUCHOD,0
930,CREDIT,TRANSFER FROM ACCOUNT,6419.0,26025.0,QR,DUCHOD,0
931,CREDIT,TRANSFER FROM ACCOUNT,6933.0,26127.0,QR,DUCHOD,0
932,CREDIT,TRANSFER FROM ACCOUNT,5496.0,22805.0,QR,DUCHOD,0
933,CREDIT,TRANSFER FROM ACCOUNT,4483.0,20225.0,YZ,DUCHOD,0
934,CREDIT,TRANSFER FROM ACCOUNT,6185.0,28258.0,AB,DUCHOD,0
935,CREDIT,TRANSFER FROM ACCOUNT,5827.0,24809.0,GH,DUCHOD,0
936,CREDIT,TRANSFER FROM ACCOUNT,7643.0,37361.0,GH,DUCHOD,0
937,CREDIT,TRANSFER FROM ACCOUNT,4946.0,15665.0,QR,DUCHOD,0
938,CREDIT,TRANSFER FROM ACCOUNT,6742.0,25070.0,MN,DUCHOD,0
939,CREDIT,TRANSFER FROM ACCOUNT,5290.0,17974.0,GH,DUCHOD,0
940,ISSUE,TRANSFER TO ACCOUNT,1291.0,24851.0,AB,SIPO,0
941,CREDIT,TRANSFER FROM ACCOUNT,6298.0,23389.0,QR,DUCHOD,0
942,CREDIT,TRANSFER FROM ACCOUNT,6279.0,20656.0,AB,DUCHOD,0
943,CREDIT,TRANSFER FROM ACCOUNT,5896.0,28362.0,QR,DUCHOD,0
944,CREDIT,TRANSFER FROM ACCOUNT,8331.0,34904.0,YZ,DUCHOD,0
945,CREDIT,TRANSFER FROM ACCOUNT,5501.0,23984.0,QR,DUCHOD,0
946,CREDIT,TRANSFER FROM ACCOUNT,5502.0,22597.0,QR,DUCHOD,0
947,CREDIT,TRANSFER FROM ACCOUNT,5032.0,30752.0,GH,DUCHOD,0
948,CREDIT,TRANSFER FROM ACCOUNT,6224.0,26672.0,QR,DUCHOD,0
949,CREDIT,TRANSFER FROM ACCOUNT,6287.0,24397.0,QR,DUCHOD,0
950,CREDIT,TRANSFER FROM ACCOUNT,5822.0,29693.0,YZ,DUCHOD,0
951,ISSUE,TRANSFER TO ACCOUNT,298.0,16620.0,EF,SIPO,0
952,CREDIT,TRANSFER FROM ACCOUNT,5964.0,28926.0,GH,DUCHOD,0
953,CREDIT,TRANSFER FROM ACCOUNT,5438.0,23206.0,YZ,DUCHOD,0
954,CREDIT,TRANSFER FROM ACCOUNT,6060.0,23250.0,GH,DUCHOD,0
955,CREDIT,TRANSFER FROM ACCOUNT,8871.0,37867.0,YZ,DUCHOD,0
956,CREDIT,TRANSFER FROM ACCOUNT,4504.0,21851.0,QR,DUCHOD,0
957,CREDIT,TRANSFER FROM ACCOUNT,4084.0,35950.0,YZ,DUCHOD,0
958,CREDIT,TRANSFER FROM ACCOUNT,4461.0,15498.0,MN,DUCHOD,0
959,CREDIT,TRANSFER FROM ACCOUNT,6119.0,29879.0,QR,DUCHOD,0
960,CREDIT,TRANSFER FROM ACCOUNT,6410.0,22243.0,QR,DUCHOD,0
961,CREDIT,TRANSFER FROM ACCOUNT,6467.0,29093.0,GH,DUCHOD,0
962,ISSUE,TRANSFER TO ACCOUNT,3149.0,26286.0,EF,SIPO,0
963,CREDIT,TRANSFER FROM ACCOUNT,4725.0,20287.0,YZ,DUCHOD,0
964,CREDIT,TRANSFER FROM ACCOUNT,5698.0,24535.0,QR,DUCHOD,0
965,ISSUE,TRANSFER TO ACCOUNT,988.0,17109.0,EF,SIPO,0
966,CREDIT,TRANSFER FROM ACCOUNT,6485.0,26097.0,GH,DUCHOD,0
967,CREDIT,TRANSFER FROM ACCOUNT,4505.0,27742.0,QR,DUCHOD,0
968,CREDIT,TRANSFER FROM ACCOUNT,5252.0,23779.0,AB,DUCHOD,0
969,CREDIT,TRANSFER FROM ACCOUNT,5510.0,23488.0,MN,DUCHOD,0
970,CREDIT,TRANSFER FROM ACCOUNT,6682.0,30675.0,YZ,DUCHOD,0
971,CREDIT,TRANSFER FROM ACCOUNT,5176.0,21041.0,QR,DUCHOD,0
972,ISSUE,TRANSFER TO ACCOUNT,875.0,20117.0,EF,SIPO,0
973,CREDIT,TRANSFER FROM ACCOUNT,5858.0,22178.0,GH,DUCHOD,0
974,CREDIT,TRANSFER FROM ACCOUNT,5766.0,21981.0,AB,DUCHOD,0
975,CREDIT,TRANSFER FROM ACCOUNT,8028.0,44191.0,GH,DUCHOD,0
976,CREDIT,TRANSFER FROM ACCOUNT,5883.0,29543.0,MN,DUCHOD,0
977,CREDIT,TRANSFER FROM ACCOUNT,5458.0,23692.0,YZ,DUCHOD,0
978,CREDIT,TRANSFER FROM ACCOUNT,5417.0,22890.0,GH,DUCHOD,0
979,CREDIT,TRANSFER FROM ACCOUNT,7872.0,44386.0,YZ,DUCHOD,0
980,CREDIT,TRANSFER FROM ACCOUNT,6146.0,25222.0,QR,DUCHOD,0
981,ISSUE,TRANSFER TO ACCOUNT,1.0,19607.0,EF,SIPO,0
982,CREDIT,TRANSFER FROM ACCOUNT,6246.0,29844.0,QR,DUCHOD,0
983,ISSUE,TRANSFER TO ACCOUNT,573.0,12704.0,AB,SIPO,0
984,CREDIT,TRANSFER FROM ACCOUNT,6176.0,20596.0,YZ,DUCHOD,0
985,ISSUE,TRANSFER TO ACCOUNT,9978.0,46099.0,IJ,SIPO,0
986,CREDIT,TRANSFER FROM ACCOUNT,5827.0,27333.0,QR,DUCHOD,0
987,ISSUE,TRANSFER TO ACCOUNT,1109.0,26032.0,EF,SIPO,0
988,CREDIT,TRANSFER FROM ACCOUNT,5130.0,18945.0,YZ,DUCHOD,0
989,CREDIT,TRANSFER FROM ACCOUNT,6153.0,26702.0,GH,DUCHOD,0
990,CREDIT,TRANSFER FROM ACCOUNT,5257.0,28095.0,GH,DUCHOD,0
991,CREDIT,TRANSFER FROM ACCOUNT,6104.0,31164.0,YZ,DUCHOD,0
992,CREDIT,TRANSFER FROM ACCOUNT,6252.0,24317.0,YZ,DUCHOD,0
993,CREDIT,TRANSFER FROM ACCOUNT,6146.0,22032.0,AB,DUCHOD,0
994,CREDIT,TRANSFER FROM ACCOUNT,5327.0,22015.0,QR,DUCHOD,0
995,CREDIT,TRANSFER FROM ACCOUNT,5966.0,20244.0,AB,DUCHOD,0
996,CREDIT,TRANSFER FROM ACCOUNT,5672.0,27852.0,AB,DUCHOD,0
997,ISSUE,TRANSFER TO ACCOUNT,1.0,6790.0,EF,SIPO,0
998,CREDIT,TRANSFER FROM ACCOUNT,6357.0,28000.0,YZ,DUCHOD,0
999,ISSUE,TRANSFER TO ACCOUNT,8728.0,56842.0,WX,SIPO,0
1000,ISSUE,TRANSFER TO ACCOUNT,39364.0,48059.0,ST,DUCHO,1
1001,ISSUE,TRANSFER TO ACCOUNT,39372.0,43634.0,KL,DUCHO,1
1002,ISSUE,TRANSFER TO ACCOUNT,39341.0,46222.0,ST,DUCHO,1
1003,ISSUE,TRANSFER TO ACCOUNT,39326.0,45209.0,WX,SIPO,1
1004,ISSUE,TRANSFER TO ACCOUNT,39413.0,47430.0,KL,DUCHO,1
1005,ISSUE,TRANSFER TO ACCOUNT,39444.0,46321.0,IJ,SIPO,1
1006,ISSUE,TRANSFER TO ACCOUNT,39216.0,46470.0,ST,DUCHO,1
1007,ISSUE,TRANSFER TO ACCOUNT,39235.0,43951.0,KL,DUCHO,1
1008,ISSUE,TRANSFER TO ACCOUNT,39549.0,46647.0,IJ,DUCHO,1
1009,ISSUE,TRANSFER TO ACCOUNT,39096.0,45720.0,WX,DUCHO,1
1010,ISSUE,TRANSFER TO ACCOUNT,39318.0,45861.0,WX,unknown,1
1011,ISSUE,TRANSFER TO ACCOUNT,39331.0,47020.0,ST,unknown,1
1012,ISSUE,TRANSFER TO ACCOUNT,39245.0,46409.0,KL,DUCHO,1
1013,ISSUE,TRANSFER TO ACCOUNT,39390.0,45038.0,KL,unknown,1
1014,ISSUE,TRANSFER TO ACCOUNT,39374.0,44388.0,KL,SIPO,1
1015,ISSUE,TRANSFER TO ACCOUNT,39464.0,46978.0,ST,DUCHO,1
1016,ISSUE,TRANSFER TO ACCOUNT,39199.0,43739.0,IJ,SIPO,1
1017,ISSUE,TRANSFER TO ACCOUNT,39439.0,47014.0,CD,SIPO,1
1018,ISSUE,TRANSFER TO ACCOUNT,39306.0,48202.0,KL,unknown,1
1019,ISSUE,TRANSFER TO ACCOUNT,39369.0,44702.0,CD,SIPO,1
1020,CREDIT,TRANSFER FROM ACCOUNT,6000.0,99552.0,OP,UVER,1
1021,CREDIT,TRANSFER FROM ACCOUNT,5929.0,96438.0,IJ,UVER,1
1022,CREDIT,TRANSFER FROM ACCOUNT,5796.0,97298.0,QR,UVER,1
1023,CREDIT,TRANSFER FROM ACCOUNT,6166.0,96294.0,KL,UVER,1
1024,CREDIT,TRANSFER FROM ACCOUNT,5761.0,98995.0,IJ,UVER,1
1025,CREDIT,TRANSFER FROM ACCOUNT,5979.0,94679.0,OP,UVER,1
1026,CREDIT,TRANSFER FROM ACCOUNT,5975.0,98978.0,KL,UVER,1
1027,CREDIT,TRANSFER FROM ACCOUNT,5706.0,96537.0,QR,UVER,1
1028,CREDIT,TRANSFER FROM ACCOUNT,6015.0,99807.0,KL,UVER,1
1029,CREDIT,TRANSFER FROM ACCOUNT,5615.0,98506.0,CD,UVER,1
1030,CREDIT,TRANSFER FROM ACCOUNT,6347.0,95781.0,OP,UVER,1
1031,CREDIT,TRANSFER FROM ACCOUNT,5777.0,97190.0,KL,UVER,1
1032,CREDIT,TRANSFER FROM ACCOUNT,5907.0,97394.0,KL,UVER,1
1033,CREDIT,TRANSFER FROM ACCOUNT,6118.0,96904.0,EF,UVER,1
1034,CREDIT,TRANSFER FROM ACCOUNT,5979.0,98637.0,IJ,UVER,1
1035,CREDIT,TRANSFER FROM ACCOUNT,6008.0,98255.0,CD,UVER,1
1036,CREDIT,TRANSFER FROM ACCOUNT,6057.0,95163.0,EF,UVER,1
1037,CREDIT,TRANSFER FROM ACCOUNT,5923.0,97959.0,KL,UVER,1
1038,CREDIT,TRANSFER FROM ACCOUNT,6130.0,98860.0,EF,UVER,1
1039,CREDIT,TRANSFER FROM ACCOUNT,5952.0,96352.0,KL,UVER,1
1040,ISSUE,TRANSFER TO ACCOUNT,42501.0,45845.0,YZ,SIPO,1
1041,ISSUE,TRANSFER TO ACCOUNT,42476.0,46608.0,YZ,SIPO,1
1042,ISSUE,TRANSFER TO ACCOUNT,42354.0,46459.0,YZ,DUCHO,1
1043,ISSUE,TRANSFER TO ACCOUNT,42888.0,47749.0,YZ,DUCHO,1
1044,ISSUE,TRANSFER TO ACCOUNT,42728.0,46866.0,YZ,DUCHO,1
1045,ISSUE,TRANSFER TO ACCOUNT,42655.0,44209.0,YZ,DUCHO,1
1046,ISSUE,TRANSFER TO ACCOUNT,42638.0,47963.0,YZ,DUCHO,1
1047,ISSUE,TRANSFER TO ACCOUNT,42553.0,45679.0,YZ,SIPO,1
1048,ISSUE,TRANSFER TO ACCOUNT,42229.0,47381.0,YZ,DUCHO,1
1049,ISSUE,TRANSFER TO ACCOUNT,42797.0,48508.0,YZ,DUCHO,1
1050,ISSUE,TRANSFER FROM ACCOUNT,42303.0,47888.0,YZ,unknown,1
1051,ISSUE,TRANSFER FROM ACCOUNT,42653.0,44846.0,YZ,SIPO,1
1052,ISSUE,TRANSFER FROM ACCOUNT,42851.0,47065.0,YZ,SIPO,1
1053,ISSUE,TRANSFER FROM ACCOUNT,42683.0,46231.0,YZ,DUCHO,1
1054,ISSUE,TRANSFER FROM ACCOUNT,42581.0,45421.0,YZ,DUCHO,1
1055,ISSUE,TRANSFER FROM ACCOUNT,42647.0,45549.0,YZ,unknown,1
1056,CREDIT,TRANSFER FROM ACCOUNT,42849.0,47627.0,YZ,DUCHO,1
1057,CREDIT,TRANSFER FROM ACCOUNT,42653.0,45398.0,YZ,unknown,1
1058,CREDIT,TRANSFER FROM ACCOUNT,42682.0,45299.0,YZ,unknown,1
1059,CREDIT,TRANSFER FROM ACCOUNT,42430.0,46126.0,YZ,SIPO,1
1060,ISSUE,TRANSFER TO ACCOUNT,5058.6675562946375,73423.86672078575,EF,POJISTNE,1
1061,ISSUE,TRANSFER TO ACCOUNT,5841.963558963834,71610.4295617998,EF,POJISTNE,1
1062,ISSUE,TRANSFER TO ACCOUNT,6233.081651046119,72276.58572694683,EF,POJISTNE,1
1063,ISSUE,TRANSFER TO ACCOUNT,5834.828367191765,69643.41855349843,EF,POJISTNE,1
1064,ISSUE,TRANSFER TO ACCOUNT,5058.329730172149,71473.53912446172,EF,POJISTNE,1
1065,CREDIT,TRANSFER TO ACCOUNT,5024.065138311027,67199.46719688017,EF,POJISTNE,1
1066,CREDIT,TRANSFER TO ACCOUNT,6933.063023709989,72053.4402505591,IJ,POJISTNE,1
1067,CREDIT,TRANSFER TO ACCOUNT,6845.1435881684265,73221.09299178424,IJ,POJISTNE,1
1068,ISSUE,TRANSFER TO ACCOUNT,6578.8460797376365,72674.37449225073,IJ,POJISTNE,1
1069,CREDIT,TRANSFER TO ACCOUNT,5822.597206733992,62045.590458489365,IJ,POJISTNE,1
1070,ISSUE,TRANSFER FROM ACCOUNT,5988.361032156337,65531.2649477378,IJ,POJISTNE,1
1071,ISSUE,TRANSFER FROM ACCOUNT,6097.041022369867,60462.08395000394,IJ,POJISTNE,1
1072,ISSUE,TRANSFER FROM ACCOUNT,5784.077432433711,69846.20645799336,IJ,POJISTNE,1
1073,ISSUE,TRANSFER FROM ACCOUNT,6328.2569532267225,74159.74989149912,KL,POJISTNE,1
1074,ISSUE,TRANSFER FROM ACCOUNT,6735.772630177179,63444.035198255726,KL,POJISTNE,1
1075,ISSUE,TRANSFER FROM ACCOUNT,6403.802888219709,62142.86129584811,KL,POJISTNE,1
1076,ISSUE,TRANSFER FROM ACCOUNT,6397.3932921148535,73603.7966360376,KL,POJISTNE,1
1077,ISSUE,TRANSFER FROM ACCOUNT,5343.904103346992,73043.6661814491,KL,POJISTNE,1
1078,ISSUE,TRANSFER FROM ACCOUNT,6015.784511811143,71848.73716333864,KL,POJISTNE,1
1079,ISSUE,TRANSFER FROM ACCOUNT,6066.522279018619,63909.83839181427,KL,POJISTNE,1
